id,country,area,well_name,field,block,state,latitude,longitude,northing,easting,northingWGS84,eastingWGS84,well_type,location,total_depth,result,rt_elevation,water_depth,ss_wellhead,platform,slot,spheroid,epsg_code,drilling_contractor_id,license_id,operator_id,region_id,rig_id,onhire_date,release_date,spud_date,total_days
2129358038,India,"Cambay Field",CBY-08,NULL,NULL,Gujarat,22.367422222222224,72.57943888888889,2475500.802,250743.337,2475500.802,250743.337,Development,Land,2248,Oil,3.58,-11.56,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1960-04-13 12:00:00.000000",NULL
2129358039,India,"Cambay Field",CBY-19,NULL,NULL,Gujarat,22.378697222222222,72.586925,2476737.248,251534.576,2476737.248,251534.576,Development,Land,1810,"Gas Show P&A",3.39,-10.66,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1960-08-31 12:00:00.000000",NULL
2129358040,India,"Cambay Field",CBY-40,NULL,NULL,Gujarat,22.369072222222222,72.65159444444444,0,0,2475565.761,258179.412,Appraisal,Land,3150,"Dry Hole P&A",3.48,-16.28,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1963-06-11 12:00:00.000000",NULL
2129358041,India,"Cambay Field",CBY-45,NULL,NULL,Gujarat,22.35373888888889,72.71834444444444,0,0,2473761.747,265029.704,Exploration,Land,3188,"Oil Show P&A",2.83,-19.35,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1964-06-28 12:00:00.000000",NULL
2129358042,India,"Cambay Field",CBY-35,NULL,NULL,Gujarat,22.34255,72.59375833333333,0,0,2472722.278,252174.47,Development,Land,2345,"Gas Suspended",4.6,-7,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1962-04-02 12:00:00.000000",NULL
2129358043,India,"Cambay Field",CBY-39,NULL,NULL,Gujarat,22.367894444444445,72.6244111111111,2475479.27,255377.083,2475479.27,255377.083,Development,Land,2121,"Gas P&A",3.45,-14,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1963-06-23 12:00:00.000000",NULL
2129358044,India,"Cambay Field",CBY-18A,NULL,NULL,Gujarat,22.338205555555554,72.61488055555556,0,0,2472206.477,254343.192,Development,Land,2135,"Gas Suspended",3.37,-12.65,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1963-02-11 12:00:00.000000",NULL
2129358045,India,"Cambay Field",CBY-20,NULL,NULL,Gujarat,22.378394444444446,72.60167222222222,0,0,2476679.414,253053.145,Development,Land,2420,Oil,2.45,-14.42,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1961-02-07 12:00:00.000000",NULL
2129358046,India,"Cambay Field",CBY-26,NULL,NULL,Gujarat,22.357505555555555,72.5747638888889,0,0,2474410.168,250244.025,Development,Land,1850,Oil,3.72,-7.23,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1961-07-31 12:00:00.000000",NULL
2129358047,India,"Cambay Field",CBY-63,NULL,NULL,Gujarat,22.37791388888889,72.60052222222221,2476628.077,252933.835,2476628.077,252933.835,Development,Land,1901,Oil,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1985-09-27 12:00:00.000000",NULL
2129358048,India,"Cambay Field",CBY-64,NULL,NULL,Gujarat,22.35421388888889,72.56609444444445,0,0,2474059.991,249344.949,Development,Land,1600,"Oil P&A",3.4,-10.11,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1985-12-24 12:00:00.000000",NULL
2129358049,India,"Cambay Field",CBY-57,NULL,NULL,Gujarat,22.334375,72.56836111111112,0,0,2471858.822,249543.006,Development,Land,1903,"Oil Suspended",3.4,-6.98,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1979-08-27 21:30:00.000000",NULL
2129358050,India,"Cambay Field",CBY-15,NULL,NULL,Gujarat,22.350555555555555,72.5894611111111,2473616.059,251745.893,2473616.059,251745.893,Development,Land,1757,"Gas Suspended",3.88,-9.5,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1960-08-19 12:00:00.000000",NULL
2129358051,India,"Cambay Field",CBY-21,NULL,NULL,Gujarat,22.311116666666667,72.58803888888889,0,0,2469250.125,251529.449,Development,Land,NULL,"Gas Suspended",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,NULL,NULL
2129358052,India,"Cambay Field",CBY-22,NULL,NULL,Gujarat,22.327547222222222,72.59705833333332,0,0,2471055.138,252487.989,Development,Land,2016,"Gas Suspended",3.63,-9.67,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1962-10-11 12:00:00.000000",NULL
2129358053,India,"Cambay Field",CBY-25,NULL,NULL,Gujarat,22.341297222222224,72.59088333333334,0,0,2472588.254,251876.022,Development,Land,1875,"Gas Suspended",3.85,-11.6,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1961-09-02 12:00:00.000000",NULL
2129358054,India,"Cambay Field",CBY-30,NULL,NULL,Gujarat,22.30786388888889,72.57643333333333,0,0,2468909.016,250327.593,Development,Land,1701,"Gas Suspended",4.33,-6.25,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1963-03-21 12:00:00.000000",NULL
2129358055,India,"Cambay Field",CBY-32,NULL,NULL,Gujarat,22.327288888888887,72.5933861111111,2471032.562,252109.121,2471032.562,252109.121,Development,Land,1951,"Gas Suspended",3.55,-9.36,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1961-12-14 12:00:00.000000",NULL
2129358056,India,"Cambay Field",CBY-52,NULL,NULL,Gujarat,22.347072222222224,72.5826111111111,0,0,2473241.555,251033.939,Development,Land,NULL,"Gas Suspended",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,NULL,NULL
2129358057,India,"Cambay Field",CBY-55,NULL,NULL,Gujarat,22.35251388888889,72.62585833333333,0,0,2473773.384,255499.3,Development,Land,NULL,"Gas Suspended",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,NULL,NULL
2129358058,India,"Cambay Field",CBY-59,NULL,NULL,Gujarat,22.344472222222223,72.602325,2472921.108,253060.534,2472921.108,253060.534,Development,Land,1672,"Gas Suspended",3.4,-11.7,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1981-03-30 12:00:00.000000",NULL
2129358059,India,"Cambay Field",CBY-60,NULL,NULL,Gujarat,22.357602777777778,72.6052,0,0,2474370.735,253379.887,Development,Land,1671,"Gas Suspended",3.9,-11.25,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1982-12-04 12:00:00.000000",NULL
2129358060,India,"Cambay Field",CBY-61,NULL,NULL,Gujarat,22.322841666666665,72.59013333333333,0,0,2470545.341,251766.055,Development,Land,1654,"Gas Suspended",3.8,-6.9,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1983-12-28 12:00:00.000000",NULL
2129358061,India,"Cambay Field",CBY-02,NULL,NULL,Gujarat,22.359486111111114,72.58276111111111,0,0,2474616.285,251071.469,Exploration,Land,NULL,"Dry Hole P&A",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,NULL,NULL
2129358062,India,"Cambay Field",CBY-06,NULL,NULL,Gujarat,22.362280555555557,72.56160833333334,2474960.955,248897.223,2474960.955,248897.223,Exploration,Land,NULL,"Oil Show P&A",3.5,-10,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,NULL,NULL
2129358063,India,"Cambay Field",CBY-10,NULL,NULL,Gujarat,22.337736111111113,72.58339444444445,2472206.181,251098.059,2472206.181,251098.059,Exploration,Land,1875,"Oil Show P&A",3.65,-11.86,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1961-06-16 12:00:00.000000",NULL
2129358064,India,"Cambay Field",CBY-11,NULL,NULL,Gujarat,22.409758333333333,72.59470833333333,2480164.767,252391.391,2480164.767,252391.391,Exploration,Land,3486,"Dry Hole P&A",3.6,-12.8,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1960-09-17 12:00:00.000000",NULL
2129358065,India,"Cambay Field",CBY-12,NULL,NULL,Gujarat,22.349069444444446,72.56698333333334,2473488.701,249427.323,2473488.701,249427.323,Appraisal,Land,1600,"Gas P&A",3.85,-7.26,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1961-12-22 12:00:00.000000",NULL
2129358066,India,"Cambay Field",CBY-13,NULL,NULL,Gujarat,22.38891388888889,72.60166111111111,2477844.572,253070.584,2477844.572,253070.584,Appraisal,Land,1980,"Oil Show P&A",3.5,-12.87,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,NULL,NULL
2129358067,India,"Cambay Field",CBY-14,NULL,NULL,Gujarat,22.389866666666666,72.57761944444444,0,0,2477989.807,250595.941,Appraisal,Land,NULL,"Oil Show P&A",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,NULL,NULL
2129358068,India,"Cambay Field",CBY-16,NULL,NULL,Gujarat,22.326999999999998,72.58150833333333,0,0,2471020.156,250884.629,Appraisal,Land,2000,"Gas P&A",3.71,-6.45,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1962-04-13 12:00:00.000000",NULL
2129358069,India,"Cambay Field",CBY-17,NULL,NULL,Gujarat,22.365025000000003,72.59915833333334,0,0,2475202.738,252770.56,Appraisal,Land,NULL,"Oil Show P&A",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,NULL,NULL
2129358070,India,"Cambay Field",CBY-09,NULL,NULL,Gujarat,22.37826111111111,72.59355277777777,2476678.005,252216.529,2476678.005,252216.529,Appraisal,Land,NULL,"Oil & Gas",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,NULL,NULL
2129358071,India,"Cambay Field",CBY-23,NULL,NULL,Gujarat,22.36787222222222,72.60874166666666,2475502.377,253762.837,2475502.377,253762.837,Appraisal,Land,2050,"Oil & Gas",3.64,-12.96,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1962-10-29 12:00:00.000000",NULL
2129358072,India,"Cambay Field",CBY-24,NULL,NULL,Gujarat,22.352888888888888,72.59519444444445,0,0,2473865.055,252340.728,Appraisal,Land,1869,"Gas P&A",3.41,-10.87,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1961-06-04 12:00:00.000000",NULL
2129358073,India,"Cambay Field",CBY-27A,NULL,NULL,Gujarat,22.316869444444443,72.60375555555555,0,0,2469861.484,253159.319,Appraisal,Land,2011,"Dry Hole P&A",3.64,-6.5,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1963-02-21 12:00:00.000000",NULL
2129358074,India,"Cambay Field",CBY-28,NULL,NULL,Gujarat,22.358005555555557,72.56901111111111,2474475.109,249652.232,2474475.109,249652.232,Appraisal,Land,1590,"Dry Hole P&A",3.41,-9.74,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1961-11-21 12:00:00.000000",NULL
2129358075,India,"Cambay Field",CBY-33,NULL,NULL,Gujarat,22.311258333333335,72.6386888888889,0,0,2469183.222,256749.594,Appraisal,Land,2225,"Dry Hole P&A",3.41,-15.74,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1964-03-04 12:00:00.000000",NULL
2129358076,India,"Cambay Field",CBY-34,NULL,NULL,Gujarat,22.370472222222222,72.59219444444444,2475817.54,252062.798,2475817.54,252062.798,Appraisal,Land,1660,"Gas P&A",3.59,-10.42,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1961-12-16 11:15:00.000000",NULL
2129358077,India,"Cambay Field",CBY-36,NULL,NULL,Gujarat,22.377808333333334,72.60556111111111,0,0,2476608.113,253452.703,Appraisal,Land,NULL,"Oil Show P&A",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,NULL,NULL
2129358078,India,"Cambay Field",CBY-37,NULL,NULL,Gujarat,22.303266666666666,72.59563333333332,0,0,2468368.163,252298.27,Appraisal,Land,NULL,"Dry Hole P&A",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,NULL,NULL
2129358079,India,"Cambay Field",CBY-38,NULL,NULL,Gujarat,22.34011388888889,72.60223888888889,2472438.52,253043.977,2472438.52,253043.977,Appraisal,Land,2042,"Gas P&A",3.81,-12.05,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1962-07-21 12:00:00.000000",NULL
2129358080,India,"Cambay Field",CBY-42,NULL,NULL,Gujarat,22.336322222222222,72.62795833333334,0,0,2471976.608,255687.414,Appraisal,Land,1818,"Gas P&A",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,NULL,NULL
2129358081,India,"Cambay Field",CBY-43,NULL,NULL,Gujarat,22.33612777777778,72.6468111111111,2471924.612,257629.638,2471924.612,257629.638,Appraisal,Land,1792,"Dry Hole P&A",3.73,-13.1,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1963-10-03 12:00:00.000000",NULL
2129358082,India,"Cambay Field",CBY-47,NULL,NULL,Gujarat,22.310508333333335,72.67443333333334,0,0,2469042.924,260431.987,Appraisal,Land,2170,"Dry Hole P&A",3.3,-22.88,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1965-07-10 12:00:00.000000",NULL
2129358083,India,"Cambay Field",CBY-48,NULL,NULL,Gujarat,22.41026944444444,72.6604138888889,0,0,2480114.499,259158.941,Appraisal,Land,2210,"Dry Hole P&A",3.7,-16.25,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1966-04-16 12:00:00.000000",NULL
2129358084,India,"Cambay Field",CBY-49,NULL,NULL,Gujarat,22.35593888888889,72.67834166666667,0,0,2474068.408,260912.281,Appraisal,Land,2200,"Oil Show P&A",3.49,-20.78,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1965-12-17 12:00:00.000000",NULL
2129358085,India,"Cambay Field",CBY-53,NULL,NULL,Gujarat,22.358741666666667,72.64133055555556,0,0,2474438.108,257104.158,Appraisal,Land,1755,"Gas P&A",3.6,-16.66,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1969-03-13 12:00:00.000000",NULL
2129358086,India,"Cambay Field",CBY-54,NULL,NULL,Gujarat,22.388033333333333,72.63688055555556,0,0,2477689.596,256696.673,Appraisal,Land,1720,"Gas P&A",3.7,-14.2,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1969-04-28 12:00:00.000000",NULL
2129358087,India,"Cambay Field",CBY-56,NULL,NULL,Gujarat,22.352097222222223,72.61092222222223,2473751.574,253959.738,2473751.574,253959.738,Appraisal,Land,1806,"Oil Show P&A",3.4,-11.31,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1979-05-10 12:00:00.000000",NULL
2129358088,India,"Cambay Field",CBY-58,NULL,NULL,Gujarat,22.38166111111111,72.64795833333334,2476965.929,257826.644,2476965.929,257826.644,Appraisal,Land,1803,"Dry Hole P&A",3.4,-14.8,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1980-01-20 12:00:00.000000",NULL
2129358089,India,"Cambay Field",CBY-62,NULL,NULL,Gujarat,22.329430555555554,72.60403611111111,2471252.289,253210.343,2471252.289,253210.343,Appraisal,Land,1733,"Dry Hole P&A",3.8,-13.34,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1985-03-29 12:00:00.000000",NULL
2129358090,India,"Cambay Field",CBY-65,NULL,NULL,Gujarat,22.364297222222223,72.618475,2475090.511,254759.263,2475090.511,254759.263,Appraisal,Land,NULL,"Gas Suspended",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2136970651,103,-46540572,NULL,NULL,NULL,"1986-06-24 12:00:00.000000",NULL
2129358091,India,"Cambay Field",CBY-66,NULL,NULL,Gujarat,22.352025,72.61791666666667,2473732.158,254680.235,2473732.158,254680.235,Appraisal,Land,1720,"Gas Suspended",7.1,-11.88,0,NULL,NULL,NULL,NULL,13,2136970651,55,-46540572,150,NULL,NULL,"1998-04-06 04:30:00.000000",NULL
2129358092,India,"Cambay Field",CBY-67,NULL,NULL,Gujarat,22.351219444444446,72.59984444444444,2473672.503,252816.862,2473672.503,252816.862,Appraisal,Land,1731,"Gas Suspended",6.5,-10,0,NULL,NULL,NULL,NULL,13,2136970651,55,-46540572,150,NULL,NULL,"1998-06-09 03:00:00.000000",NULL
2129358093,India,"Cambay Field",CBY-68,NULL,NULL,Gujarat,22.336594444444444,72.60726944444444,2472040.466,253556.121,2472040.466,253556.121,Appraisal,Land,1745,"Gas Suspended",6.5,-11.53,0,NULL,NULL,NULL,NULL,13,2136970651,55,-46540572,150,NULL,NULL,"1998-08-30 22:30:00.000000",NULL
2129358094,India,"Cambay Field",CBY-69,NULL,NULL,Gujarat,22.343222222222224,72.60009722222222,2472786.313,252828.79,2472786.313,252828.79,Appraisal,Land,1750,"Gas Suspended",5.6,-11.5,0,NULL,NULL,NULL,NULL,13,2136970651,55,-46540572,68,NULL,NULL,"2000-06-16 17:00:00.000000",NULL
2129358095,India,"Cambay Field",CBY-70,NULL,NULL,Gujarat,22.37811388888889,72.599275,2476652.279,252805.713,2476652.279,252805.713,Appraisal,Land,1950,"Gas Suspended",4.95,-11.2,0,NULL,NULL,NULL,NULL,89,2136970651,55,-46540572,153,NULL,NULL,"2004-02-17 06:30:00.000000",17.9
2129358096,India,"Cambay Field",CBY-71,Cambay,NULL,Gujarat,22.370843055555557,72.58129083333333,0,0,2475876.631,250940.213,Appraisal,Land,1600,Drilling,6.1,-10.39,0,NULL,NULL,NULL,NULL,88,2136970651,105,-46540572,154,"2006-09-26 16:30:00.000000",NULL,"2006-09-29 16:00:00.000000",NULL
2129358097,India,"Cambay Field",CBY-72,Cambay,NULL,Gujarat,22.363783333333334,72.57591388888889,0,0,2475103.598,250373.704,Appraisal,Land,1767,"Drilling Suspended",6.1,-9.29,0,NULL,NULL,NULL,NULL,88,2136970651,105,-46540572,154,"2006-09-03 11:00:00.000000","2006-09-26 16:30:00.000000","2006-09-11 19:30:00.000000",14.9
2129358099,India,Gujarat,Tarapur-D,NULL,NULL,Gujarat,22.56935,72.499,2498003.371,242829.831,2498003.371,242829.831,Exploration,Land,2341,"Dry Hole P&A",6.1,-12.78,0,NULL,NULL,NULL,NULL,88,2136970652,106,-46540572,154,NULL,NULL,"2006-02-19 11:30:00.000000",NULL
2129358100,India,Gujarat,Tarapur-E,NULL,NULL,Gujarat,22.598683333333334,72.50466388888889,2501242.823,243466.873,2501242.823,243466.873,Exploration,Land,1687,"Dry Hole P&A",6.1,-12.78,0,NULL,NULL,NULL,NULL,88,2136970652,106,-46540572,154,NULL,NULL,"2006-01-28 19:30:00.000000",NULL
2129358101,India,Gujarat,Tarapur-G,NULL,NULL,Gujarat,22.5634,72.5284638888889,0,0,2497293.795,245849.938,Exploration,Land,1679,"Gas & Condensate",6.1,-13.04,0,NULL,NULL,NULL,NULL,88,2136970652,106,-46540572,154,NULL,NULL,"2005-12-28 16:00:00.000000",NULL
2129358102,India,Gujarat,Tarapur-P,NULL,NULL,Gujarat,22.568694444444443,72.52186111111111,2497891.512,245180.409,2497891.512,245180.409,Exploration,Land,2346,"Dry Hole P&A",6.1,-12.779,0,NULL,NULL,NULL,NULL,88,2136970652,106,-46540572,154,NULL,NULL,"2005-10-30 10:30:00.000000",NULL
2129358103,India,Gujarat,"Sanand East 1",NULL,NULL,Gujarat,23.027055555555556,72.44641666666666,2548797.064,238296.525,2548797.064,238296.525,Exploration,Land,1700,Drilling,6.1,-12.779,0,NULL,NULL,NULL,NULL,88,2136970652,106,-46540572,154,NULL,NULL,"2006-05-11 23:30:00.000000",NULL
2129358104,India,"Cambay Field",CBY-75,NULL,NULL,Gujarat,22.373725,72.60682777777777,2476153.766,253575.986,2476153.766,253575.986,Appraisal,Land,2337,Drilling,6.1,-13.29,0,NULL,NULL,NULL,NULL,88,2136970651,105,-46540572,154,NULL,NULL,NULL,NULL
2129358105,India,Gujarat,PK-2A1,NULL,NULL,Gujarat,22.637916666666666,72.47816666666667,0,0,2505634.6,240815.196,Appraisal,Land,2500,Drilling,6.1,NULL,0,NULL,NULL,NULL,NULL,88,NULL,106,-46540572,151,NULL,NULL,NULL,NULL
2129358106,Oman,"South Oman","Hathnar 1",NULL,"Block 56",NULL,17.960638333333332,55.917066388888884,0,0,1986164.9324094167,385326.8348715522,Exploration,Land,2897,"Dry Hole P&A",7.5,-239.85,0,NULL,NULL,NULL,NULL,90,2136970653,107,1909380747,155,NULL,"1993-11-26 12:00:00.000000","1993-10-21 12:00:00.000000",36
2129358107,Oman,"South Oman","Izdehar 1",NULL,NULL,NULL,18.26140611111111,55.940601666666666,0,0,2019431.3439013928,388010.5611023804,Exploration,Land,1350,"Dry Hole P&A",6.8,-256.6,0,NULL,NULL,NULL,NULL,NULL,2136970653,107,1909380747,NULL,NULL,"1984-12-22 12:00:00.000000","1984-12-06 12:00:00.000000",NULL
2129358108,Oman,"South Oman","Naseem 1",NULL,NULL,NULL,18.33935111111111,55.95590277777778,0,0,2028046.9966439398,389677.5512367005,Exploration,Land,1617,"Oil Suspended",6.7,-245.1,0,NULL,NULL,NULL,NULL,NULL,2136970653,107,1909380747,NULL,NULL,"1988-05-26 12:00:00.000000","1988-04-27 12:00:00.000000",28.9
2129358109,Oman,"South Oman","Izdehar 2",NULL,NULL,NULL,18.36355277777778,56.02103916666667,0,0,2030686.7496574323,396575.0241613646,Exploration,Land,1500,"Oil Suspended",7.47,-237.1,0,NULL,NULL,NULL,NULL,90,2136970653,107,1909380747,NULL,NULL,"1990-07-01 16:00:00.000000","1990-06-20 20:00:00.000000",13
2129358110,Oman,"South Oman","Ameeq 1",NULL,NULL,NULL,18.524081944444443,56.209118888888895,2048174.993,416522.004,2048352.5590794096,416523.9318061502,NULL,Land,1760,"Dry Hole P&A",7.6,-195.3,0,NULL,NULL,NULL,NULL,90,2136970655,107,1909380747,155,NULL,"1995-11-30 12:00:00.000000","1995-11-11 12:00:00.000000",NULL
2129358111,Oman,"South Oman","Saba 1",NULL,NULL,NULL,18.804490555555557,56.47431027777778,0,0,2079276.9051814284,444606.29568540165,Exploration,Land,1820,"Dry Hole P&A",6.77,-151.6,0,NULL,NULL,NULL,NULL,NULL,2136970655,107,1909380747,NULL,NULL,NULL,NULL,NULL
2129358112,Oman,"South Oman","Jadeer 1",NULL,NULL,NULL,18.419419166666668,55.966279722222225,2036723.986,390821.999,2036900.671225185,390824.5141676707,Exploration,Land,2194,"Oil Suspended",7.5,-225.7,0,NULL,NULL,NULL,NULL,NULL,2136970656,107,1909380747,NULL,NULL,NULL,NULL,NULL
2129358114,India,"Cambay Field",CBY-71Z,NULL,NULL,Gujarat,22.370843055555557,72.58129083333333,2475876.631,250940.213,2475876.631,250940.213,Appraisal,Land,NULL,Drilling,9,-10.4,0,NULL,NULL,NULL,NULL,NULL,2136970651,105,-46540572,NULL,NULL,NULL,NULL,NULL
2129358115,India,"Cambay Field",CBY-61Z,NULL,NULL,Gujarat,22.322841666666665,72.59013333333333,2470545.341,251766.055,2470545.341,251766.055,Appraisal,Land,NULL,Drilling,9,-6.9,0,NULL,NULL,NULL,NULL,NULL,2136970651,105,-46540572,NULL,NULL,NULL,NULL,NULL
2129358116,India,"Cambay Field",CBY-63Z,NULL,NULL,Gujarat,22.37791388888889,72.60052222222221,2476628.077,252933.835,2476628.077,252933.835,Appraisal,Land,NULL,Drilling,9,-11.3,0,NULL,NULL,NULL,NULL,NULL,2136970651,105,-46540572,NULL,NULL,NULL,NULL,NULL
2129358117,India,"Cambay Field",CBY-64Z,NULL,NULL,Gujarat,22.35421388888889,72.56609444444445,2474059.991,249344.949,2474059.991,249344.949,Appraisal,Land,NULL,Drilling,9,-10.1,0,NULL,NULL,NULL,NULL,NULL,2136970651,105,-46540572,NULL,NULL,NULL,NULL,NULL
2129358118,India,"Cambay Field",CBY-65Z,NULL,NULL,Gujarat,22.364297222222223,72.618475,2475090.511,254759.263,2475090.511,254759.263,Appraisal,Land,NULL,Drilling,9,-12.99,0,NULL,NULL,NULL,NULL,NULL,2136970651,105,-46540572,NULL,NULL,NULL,NULL,NULL
2129358119,India,"Bay of Cambay",Bhandut-6Z,Bhandut,NULL,Gujarat,21.25968472222222,72.65331861111112,0,0,2352697.005,256485.998,Development,Land,NULL,Drilling,6.3,-4.06,0,NULL,NULL,NULL,NULL,NULL,2136970657,105,-46540572,NULL,NULL,NULL,NULL,NULL
2129358120,India,"Bay of Cambay","Bhandut 6",Bhandut,NULL,Gujarat,21.25969138888889,72.65331777777779,0,0,2352697.745,256485.923,Development,Land,1300,"Oil P&A",4.9,-4.1,0,NULL,NULL,NULL,NULL,89,2136970657,55,-46540572,153,"2004-03-19 21:00:00.000000","2004-04-10 07:00:00.000000","2004-03-25 17:45:00.000000",NULL
2129358121,India,"Bay of Cambay",CB-X-1,NULL,NULL,Gujarat,21.223734722222222,72.67401277777778,2348683.99,258575.712,2348683.99,258575.712,Exploration,Land,1112,"Dry Hole P&A",4.9,-2.1,0,NULL,NULL,NULL,NULL,89,-2059557770,23,-46540572,153,NULL,NULL,"2004-01-28 20:30:00.000000",NULL
2129358122,India,"Bay of Cambay","Bhandut 4",NULL,NULL,Gujarat,21.2584825,72.64462194444445,0,0,2352577.305,255581.187,Development,Land,1077,Oil,5.2,-3.94,0,NULL,NULL,NULL,NULL,13,2136970657,55,-46540572,NULL,NULL,NULL,"1996-11-27 12:00:00.000000",NULL
2129358123,India,"Bay of Cambay",Bhandut-2Z,NULL,NULL,Gujarat,21.25698611111111,72.64884444444445,2352405.055,256017.074,2352405.055,256017.074,Development,Land,1190,Drilling,6.3,-4.1,0,NULL,NULL,NULL,NULL,NULL,2136970657,105,-46540572,NULL,NULL,NULL,NULL,NULL
2129358124,India,"Cambay Field",CBY-19Z,NULL,NULL,Gujarat,22.378697222222222,72.586925,2476737.248,251534.576,2476737.248,251534.576,Appraisal,Land,NULL,Drilling,6.3,-10.7,0,NULL,NULL,NULL,NULL,NULL,2136970651,105,-46540572,NULL,NULL,NULL,NULL,NULL
