id,country,area,well_name,field,block,state,latitude,longitude,northing,easting,northingWGS84,eastingWGS84,well_type,location,total_depth,result,rt_elevation,water_depth,ss_wellhead,platform,slot,spheroid,epsg_code,drilling_contractor_id,license_id,operator_id,region_id,rig_id,onhire_date,release_date,spud_date,total_days
-2123868283,India,"Mumbai Offshore",SM-1-2,NULL,MB-OSN-97/2,Maharashtra,18.8116166666667,70.23495,2080435.7363359341,630131.9589047465,2080435.736,630131.959,Exploration,Offshore,3985,"Dry Hole P&A",12,139.8,1,NULL,NULL,NULL,NULL,17,1037355541,63,153800183,78,NULL,NULL,"2005-01-08 15:07:00.000000",NULL
-2008042854,Israel,Israel,"Gaza 1",NULL,NULL,Onshore,31.5210772222222,34.4322430555556,3488241.44,635987.938,3488241.44,635987.938,Exploration,Land,2170,"Dry Hole P&A",4.3,-14.2,0,NULL,NULL,WGS-84,NULL,NULL,NULL,44,1909380744,NULL,NULL,NULL,"1971-06-24 12:00:00.000000",31
-1790772307,Egypt,Egypt,"Sapphire 2",NULL,WDDM,NULL,0,0,0,-3393618.636,0,-3393618.636,Appraisal,Offshore,0,Gas,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,71,1909380744,NULL,NULL,NULL,"2002-08-19 12:00:00.000000",NULL
-1553612959,Bangladesh,Bangladesh,"Titas 4",NULL,"Block 12",Onshore,23.9958333333333,91.1177777777778,2654824.557,308554.518,2655044.52925695,308527.78376455,NULL,Offshore,0,Gas,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,65,-61727124,NULL,NULL,NULL,NULL,NULL
-1434260589,India,NEC-25,NEC-2,NULL,NEC-OSN-97/2,Orissa,20.2823611111111,87.4255777777778,2242785.0996322087,544438.0558273499,2242785.1,544438.056,Exploration,Offshore,3101.8,"Dry Hole P&A",29.4,83.5,0,NULL,NULL,NULL,NULL,NULL,-975739785,61,-46540562,NULL,NULL,NULL,"1985-09-08 12:00:00.000000",117
-1258766061,Israel,Israel,"Shiqma 1",NULL,NULL,Onshore,31.5953325,34.4923452777778,3496548.946,641582.84,3496548.946,641582.84,Exploration,Land,2020,Gas,4.1,-4.1,0,NULL,NULL,WGS-84,NULL,NULL,NULL,60,1909380744,NULL,NULL,NULL,"1978-11-05 12:00:00.000000",36
-1219058881,India,"Mumbai Offshore",MD-1,NULL,MB-OSN-97/3,Maharashtra,18.0960013888889,71.3712775,2002419.966326817,750951.5971142371,2002420.475,750951.677,Exploration,Offshore,4544,"Dry Hole P&A",30.5,85,0,NULL,NULL,NULL,NULL,11,1502652263,63,153800183,26,NULL,NULL,"1996-05-07 12:00:00.000000",NULL
-1157399230,Indonesia,Mahakam,"Aton 1",NULL,Rapak,Kalimantan,0.243609444444444,117.960310555556,10026930,606863,NULL,NULL,Exploration,Offshore,3799.3,"Dry Hole P&A",19.8,1094.2,0,NULL,NULL,WGS-84,NULL,64,NULL,96,248075237,114,NULL,NULL,"1999-10-15 14:30:00.000000",10
-922479546,Pakistan,Pakistan,"Khairgarh 1",NULL,"East Badin Extension Block B",Sindh,27.858875833333336,70.01789805555555,3081725.31,600201.237,3081985.497325012,600215.3798070992,Exploration,Land,1400,"Dry Hole P&A",9.2,-69,0,NULL,NULL,NULL,NULL,65,NULL,94,153800183,120,NULL,NULL,"2000-10-12 12:00:00.000000",NULL
-703346162,Bangladesh,Bangladesh,"Begumgonj 2",NULL,NULL,Onshore,23.0166666666667,91.1472222222222,2546355.376,310151.135,2546565.41501184,310124.691168441,NULL,Offshore,0,"Dry Hole P&A",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,67,-61727124,NULL,NULL,NULL,NULL,NULL
-678248584,Bangladesh,Bangladesh,"Feni 1",NULL,"Block 15",Onshore,22.941472222222224,91.40486111111112,2537719.156,336465.301,2537928.3936265563,336442.5264834922,Exploration,Land,3200,Gas,4.3,-5.7,0,NULL,NULL,NULL,NULL,NULL,NULL,67,-61727124,NULL,NULL,"1981-08-26 12:00:00.000000","1980-06-17 12:00:00.000000",NULL
-671539721,Bangladesh,Bangladesh,"Reju 1",NULL,"Block 17","Bay of Bengal",21.4035225,91.5211861111111,2367335.787,346734.189,2367529.65964423,346712.926148129,Exploration,Offshore,4450,"Dry Hole P&A",32.9,16.5,0,NULL,NULL,NULL,NULL,33,NULL,10,-61727124,64,"1999-11-29 12:00:00.000000","2000-02-01 12:00:00.000000","1999-12-01 12:00:00.000000",62
-639251859,Pakistan,Pakistan,"Suri 1",NULL,"East Badin Extension Block B",Sindh,27.8610755555556,70.0284277777778,1126315.187,2352427.554,3082237.84148108,601250.083800159,Exploration,Land,1249,Gas,6.8,-79.2,0,NULL,NULL,NULL,NULL,18,NULL,94,153800183,40,NULL,NULL,"1997-09-20 12:00:00.000000",NULL
-469836706,Pakistan,Pakistan,"Dhodak 7",Dhodak,"Safed Koh",Punjab,30.9378194444444,70.38575,3423240,632365,NULL,NULL,Development,Land,2503,NULL,8,-642.1,0,NULL,NULL,"Everest 1830",NULL,43,NULL,59,153800183,69,NULL,NULL,"1989-07-01 12:00:00.000000",104
-469836699,India,"KG Basin",GS-2-1A,NULL,NULL,"Bay of Bengal",16.3436944444444,82.1967777777778,1807329.273,627831.837,1807329.273,627831.837,Exploration,Offshore,3210,"Dry Hole P&A",14,90,0,NULL,NULL,"Everest 1830",NULL,46,NULL,63,-46540566,100,NULL,NULL,"1984-09-28 12:00:00.000000",162
-469836683,Israel,Israel,Nir-1,NULL,NULL,NULL,31.71890833333333,34.34657222222222,3510067.808,627582.738,3510067.808,627582.738,Exploration,Offshore,2745,Gas,21.6,140,1,NULL,NULL,WGS-84,NULL,6,NULL,43,1909380744,123,NULL,NULL,"2000-06-13 12:00:00.000000",NULL
-469836682,Egypt,Egypt,Saffron-2,Saffron,WDDM,NULL,32.094073333333334,30.550128055555557,0,0,0,-3393618.6363512273,Appraisal,Offshore,2325,Gas,22,537,0,NULL,NULL,Helmert,NULL,NULL,NULL,14,1909380744,9,NULL,NULL,"1999-03-02 12:00:00.000000",36
-469836681,Egypt,Egypt,"WDDM-5 P12/P13",P12-P13,WDDM,"Nile Delta",32.0899325,30.6732980555556,1041760.571,584158.704,3552791.118,280580.238,Exploration,Offshore,2100,Gas,22,545,1,NULL,NULL,Helmert,NULL,NULL,NULL,14,1909380744,NULL,NULL,NULL,"1999-04-08 12:00:00.000000",39
-469836679,Egypt,Egypt,"Simian 2",Simian,WDDM,"Nile Delta",32.2495733333333,30.8322747222222,1059428.926,599194.028,3570179.396,295943.678,Appraisal,Offshore,2700,Gas,23.5,979,0,NULL,NULL,Helmert,NULL,NULL,NULL,14,1909380744,NULL,NULL,NULL,"2000-05-15 12:00:00.000000",41
-469836678,Egypt,Egypt,"Simian 3",Simian,WDDM,"Nile Delta",32.1800236111111,30.8227036111111,1051717.87,598279.349,3562485.846,294885.502,Appraisal,Offshore,0,Gas,23.5,792,1,NULL,NULL,Helmert,NULL,NULL,NULL,14,1909380744,NULL,NULL,NULL,"2000-06-22 12:00:00.000000",NULL
-469836672,India,"KG Basin",GS-1-1,NULL,NULL,"Bay of Bengal",16.3720194444444,82.1691638888889,1810445.943,624863.941,1810445.943,624863.941,Exploration,Offshore,2599,"Dry Hole P&A",29.3,26.2,0,NULL,NULL,"Everest 1830",NULL,NULL,NULL,63,-46540566,NULL,NULL,NULL,"1982-11-14 12:00:00.000000",56
-469836646,India,"KG Basin",G-2-1,NULL,NULL,"Bay of Bengal",16.3244444444444,82.2855555555556,1805112,637310,NULL,NULL,Exploration,Offshore,1700,"Junked & Abandoned",12,369,0,NULL,NULL,"Everest 1830",NULL,17,NULL,63,-46540566,78,NULL,NULL,"1980-11-29 04:00:00.000000",15
-469836629,India,"KG Basin",G-1-6,NULL,KG-OS-DW-IV,"Bay of Bengal",16.2498611111111,82.1709111111111,1796931.757,625128.145,1796931.757,625128.145,Exploration,Offshore,3208,"Oil & Gas",11.4,247.5,0,NULL,NULL,"Everest 1830",NULL,64,NULL,63,-46540566,110,NULL,NULL,"1983-08-08 12:00:00.000000",76
-469836628,India,"KG Basin",G-2-2,NULL,NULL,"Bay of Bengal",16.3291666666667,82.2922222222222,1805784.224427784,638038.186294646,1805784.224,638038.186,Exploration,Offshore,3657,"Oil & Gas",11.4,451.1,1,NULL,NULL,"Everest 1830",NULL,64,NULL,63,-46540566,110,NULL,NULL,"1982-11-11 12:00:00.000000",70
-469836627,Colombia,Foothills,"Gibraltar 1",NULL,Cirili,NULL,7.04066263888889,-72.1734254166667,779189,812295,NULL,NULL,Exploration,Land,0,NULL,0,0,0,NULL,NULL,WGS-84,NULL,NULL,NULL,58,-46540573,NULL,NULL,NULL,NULL,NULL
-469836612,India,"KG Basin",G-2-4,NULL,NULL,"Bay of Bengal",16.3274905555556,82.25741,1805431,634302,NULL,NULL,Exploration,Offshore,3200,"Oil & Gas",11.4,251.6,0,NULL,NULL,"Everest 1830",NULL,64,NULL,63,-46540566,110,NULL,NULL,"1983-12-16 12:00:00.000000",88
-469836611,India,"KG Basin",G-4-1,NULL,NULL,"Bay of Bengal",16.540450000000003,82.46583333333334,0,0,1829288.178,656417.701,Exploration,Offshore,3400,"Dry Hole P&A",11.4,291.6,0,NULL,NULL,"Everest 1830",NULL,64,NULL,63,-46540566,110,NULL,NULL,"1983-03-21 12:00:00.000000",60
-469836608,India,"KG Basin",G-3-1,NULL,NULL,"Bay of Bengal",16.3648333333333,82.3397,1809617.92,643065.04,NULL,NULL,Exploration,Offshore,3612,"Dry Hole P&A",11.4,482,1,NULL,NULL,"Everest 1830",NULL,64,NULL,63,-46540566,110,NULL,NULL,"1983-05-28 12:00:00.000000",52
-469836607,India,Rajasthan,"Guda 1",NULL,RJ-ON-90/1,Rajasthan,25.1627418333333,71.8177286111111,2786759,179196,NULL,NULL,Exploration,Land,2573,"Oil Show P&A",9,-58.9,0,NULL,NULL,WGS-84,NULL,59,1032426399,77,-46540572,97,NULL,NULL,"1999-01-31 22:00:00.000000",61
-469836604,India,"KG Basin",KD-1-1,NULL,KG-OS-DW,"Bay of Bengal",15.5941166666667,81.1081694444444,1724042.607,511596.299,1724042.607,511596.299,Exploration,Offshore,3500,Gas,17,843,1,NULL,NULL,WGS-84,NULL,46,1078992168,63,-46540566,102,NULL,NULL,"2000-06-26 14:30:00.000000",NULL
-469836602,India,"KG Basin",G-13-1,NULL,KG-OS/6,"Bay of Bengal",16.0988888888889,81.6669444444444,1779846,571314,NULL,NULL,Exploration,Offshore,4101,"Dry Hole P&A",11.4,280,0,NULL,NULL,"Everest 1830",NULL,65,-634050871,63,-46540566,110,NULL,NULL,"1982-07-10 12:00:00.000000",97
-469836601,Trinidad,ECMA,"Starfish 2",NULL,5a,NULL,10.3118055555556,-60.3136666666667,1141122,794227,NULL,NULL,Exploration,Offshore,0,NULL,24.4,150.6,0,NULL,NULL,WGS-84,NULL,72,NULL,15,-803609111,20,NULL,NULL,"1998-11-25 12:00:00.000000",NULL
-469836597,India,Ravva,RC-1,Ravva,PKGM-1,"Bay of Bengal",16.3986342222222,82.1312709444444,1813367.6,620800.2,NULL,NULL,Development,Offshore,1960,Gas,35.7,15.2,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1996-01-20 12:00:00.000000",36.5
-469836596,India,Ravva,RC-2,Ravva,PKGM-1,"Bay of Bengal",16.3986605277778,82.1312376944445,1813370.5,620796.6,NULL,NULL,Development,Offshore,2330,Oil,35.6,15,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1996-11-07 12:00:00.000000",12.9
-469836595,India,Ravva,RC-3,Ravva,PKGM-1,"Bay of Bengal",16.3986648888889,82.1312691666667,1813371,620800,NULL,NULL,Development,Offshore,3128,"Water Injector",35,15,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1998-04-28 12:00:00.000000",35.9
-469836594,India,Ravva,RD-2,Ravva,PKGM-1,"Bay of Bengal",16.4208230555556,82.1364355277778,1815825.6,621338,NULL,NULL,Development,Offshore,1910,Oil,35.9,12,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1996-04-25 12:00:00.000000",68.3
-469836593,India,Ravva,RD-3,Ravva,PKGM-1,"Bay of Bengal",16.4208198055556,82.1364038611111,1815825.2,621334.6,NULL,NULL,Development,Offshore,2274,Oil,35.9,12,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1996-08-03 12:00:00.000000",11.2
-469836592,India,Ravva,RD-4,Ravva,PKGM-1,"Bay of Bengal",16.4208368055556,82.1364193055555,1815827.1,621336.3,NULL,NULL,Development,Offshore,2705,"Water Injector",35.1,15,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1996-11-08 12:00:00.000000",47
-469836591,India,Ravva,RD-5,Ravva,PKGM-1,"Bay of Bengal",16.4208093333333,82.13645175,1815824.1,621339.7,NULL,NULL,Exploration,Offshore,2702,Gas,36,12.8,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1997-11-11 12:00:00.000000",20.3
-469836590,India,Ravva,RD-6,Ravva,PKGM-1,"Bay of Bengal",16.4207923333333,82.1364362777778,1815822.2,621338.1,NULL,NULL,Development,Offshore,2530,Oil,36,12.8,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1997-12-09 12:00:00.000000",20.8
-469836589,India,Ravva,RE-1,Ravva,PKGM-1,"Bay of Bengal",16.4475874722222,82.1578253055556,1818799.7,623605.1,NULL,NULL,Development,Offshore,2020,Oil,35.9,11.6,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1996-09-08 12:00:00.000000",18.4
-469836588,India,Ravva,RE-2,Ravva,PKGM-1,"Bay of Bengal",16.4476149444444,82.1577930555556,1818802.7,623601.7,NULL,NULL,Development,Offshore,2134,Oil,35,11.1,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1997-05-02 12:00:00.000000",11.6
-469836587,India,Ravva,RE-3,Ravva,PKGM-1,"Bay of Bengal",16.4475842222222,82.1577937222222,1818799.3,623601.8,NULL,NULL,Development,Offshore,2220,Oil,35.7,11,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1997-10-15 12:00:00.000000",13.8
-469836586,India,Ravva,RF-1,Ravva,PKGM-1,"Bay of Bengal",16.4623305555556,82.1771138888889,1820442.7,625655,NULL,NULL,Development,Offshore,2285,"Oil & Gas",35.6,11,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1997-01-04 12:00:00.000000",34.2
-469836585,India,Ravva,RF-2,Ravva,PKGM-1,"Bay of Bengal",16.4623434722222,82.1770961111111,1820444.2,625653.2,NULL,NULL,Exploration,Offshore,2263,"Water Injector",36,11,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1997-02-14 12:00:00.000000",14.1
-469836584,India,Ravva,RF-3,Ravva,PKGM-1,"Bay of Bengal",16.4623176111111,82.1771298611111,1820441.3,625656.8,NULL,NULL,Exploration,Offshore,2330,Gas,35.4,11,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1997-06-05 12:00:00.000000",13.2
-469836583,India,Ravva,RF-4,Ravva,PKGM-1,"Bay of Bengal",16.4623482777778,82.1771275,1820444.7,625656.5,NULL,NULL,Development,Offshore,2435,Oil,35.3,11,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1997-06-29 12:00:00.000000",33.2
-469836582,India,Ravva,RG-1,Ravva,PKGM-1,"Bay of Bengal",16.4628981111111,82.1892035,1820513.1,626945.4,NULL,NULL,Exploration,Offshore,1920,"Dry Hole P&A",38.1,12.2,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1996-02-09 12:00:00.000000",19.2
-469836581,India,Ravva,RG-2,Ravva,PKGM-1,"Bay of Bengal",16.4629115833333,82.1891870833333,1820514.6,626943.6,NULL,NULL,Development,Offshore,1916,Gas,36,10.7,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1997-03-25 12:00:00.000000",10.7
-469836580,India,Ravva,RX-1,Ravva,PKGM-1,"Bay of Bengal",16.4789788888889,82.1780808333333,1822285.3,625747.6,NULL,NULL,Exploration,Offshore,2010,Oil,28.7,8.4,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1997-08-08 12:00:00.000000",16.7
-469836579,India,Ravva,RX-2,Ravva,PKGM-1,"Bay of Bengal",16.4429027777778,82.1241111111111,1818261.1,620010.4,NULL,NULL,Exploration,Offshore,2270,Gas,27.7,9.8,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1997-09-08 12:00:00.000000",19.9
-469836578,India,Ravva,RX-3,Ravva,PKGM-1,"Bay of Bengal",16.4884194444444,82.209075,1823349.4,629050,NULL,NULL,Exploration,Offshore,1866,Gas,27.3,9.6,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1998-03-01 12:00:00.000000",22
-469836577,India,Ravva,RX-4,Ravva,PKGM-1,"Bay of Bengal",16.4433616666667,82.1835788888889,1818348,626357.6,NULL,NULL,Exploration,Offshore,1795,"Dry Hole P&A",27.1,12.2,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1998-04-08 12:00:00.000000",12.5
-469836576,India,Ravva,RX-5,Ravva,PKGM-1,"Bay of Bengal",16.4046416666667,82.1502194444444,1814044,622820.3,NULL,NULL,Exploration,Offshore,1880,"Dry Hole P&A",43.6,15.2,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1998-06-09 12:00:00.000000",12.8
-469836575,India,Ravva,RX-6,Ravva,PKGM-1,"Bay of Bengal",16.4884333333333,82.2090633333333,1823350.9,629048.8,NULL,NULL,Exploration,Offshore,2005,Oil,27.7,9.8,0,NULL,NULL,WGS-84,NULL,34,605803028,25,-46540566,63,NULL,NULL,"1998-07-07 12:00:00.000000",18.1
-469836574,India,"KG Basin",MB-1-1,NULL,NULL,"Bay of Bengal",16.1128933333333,81.6456388888889,1781388,569031,NULL,NULL,Exploration,Offshore,2406,"Dry Hole P&A",13.6,161,0,NULL,NULL,"Everest 1830",NULL,NULL,NULL,63,-46540566,NULL,NULL,NULL,"1993-04-23 12:00:00.000000",38
-469836573,India,"KG Basin",MB-1-2,NULL,NULL,"Bay of Bengal",16.1293083333333,81.6192722222222,1783195,566206,NULL,NULL,Exploration,Offshore,2850,"Dry Hole P&A",14,71,0,NULL,NULL,"Everest 1830",NULL,46,NULL,63,-46540566,99,NULL,NULL,"1990-11-11 12:00:00.000000",98
-469836569,India,"KG Basin",GS-2-1,NULL,NULL,"Bay of Bengal",16.343,82.1953944444444,1807106,627667,NULL,NULL,Exploration,Offshore,610,"Dry Hole",14,87,0,NULL,NULL,"Everest 1830",NULL,46,NULL,63,-46540566,100,NULL,NULL,"1984-08-21 12:00:00.000000",4
-469836568,India,Ravva,"Ravva 13",Ravva,PKGM-1,"Bay of Bengal",16.49385277777778,82.20323055555556,1823946.767,628422.535,1823946.767,628422.535,Appraisal,Offshore,2838.5,"Oil & Gas",21.9,9.1,0,NULL,NULL,"Everest 1830",NULL,NULL,605803028,63,-46540566,NULL,NULL,NULL,"1988-03-10 12:00:00.000000",107
-469836566,India,"KG Basin",G-1-3,NULL,NULL,"Bay of Bengal",16.286944444444448,82.20166666666667,1800909.014269775,628373.4876810145,1801053.6244487239,628391.0985666962,Exploration,Offshore,839,"Junked & Abandoned",14,207,0,NULL,NULL,"Everest 1830",NULL,6,NULL,63,-46540566,41,"2002-12-20 13:23:00.000000","2002-12-20 13:23:00.000000","2002-12-20 13:23:00.000000",8
-469836563,India,"Bay of Cambay","Hazira 6",Hazira,NULL,Gujarat,21.0866666666667,72.6322222222222,2333378,254044,NULL,NULL,Exploration,Land,1570,Gas,5.2,-3,0,NULL,NULL,"Everest 1830",NULL,13,NULL,55,-46540572,68,NULL,NULL,"1998-02-26 12:00:00.000000",18
-469836562,India,"Bay of Cambay","Hazira 7",Hazira,NULL,Gujarat,21.0922222222222,72.6258333333333,2334003,253389,NULL,NULL,Exploration,Land,1558,Gas,5.2,-3,0,NULL,NULL,"Everest 1830",NULL,13,NULL,55,-46540572,68,NULL,NULL,"1998-03-25 12:00:00.000000",27
-469836561,India,"Bay of Cambay","Vichuda 1",NULL,CB-OS/1,Gujarat,21.846575833333333,72.51617277777778,2417916.762,243283.855,2417916.762,243283.855,Exploration,Offshore,3150,"Dry Hole",25,5,0,NULL,NULL,"Everest 1830",NULL,72,NULL,38,-46540572,56,NULL,NULL,"1998-06-05 12:00:00.000000",61
-469836560,India,"Bay of Cambay",STE-1,"South Tapti",NULL,Gujarat,20.5136675,71.9505722222222,2271108,181991,NULL,NULL,Development,Offshore,2284,Gas,29.2,26.6,0,NULL,NULL,"Everest 1830",NULL,54,NULL,30,-46540572,NULL,NULL,NULL,"1999-10-05 12:00:00.000000",21
-469836559,India,"KG Basin",KG-OS-V2,NULL,KG-OS/6,"Bay of Bengal",16.221125,81.9535416666667,1793488,601898,NULL,NULL,Exploration,Offshore,1690,"Junked & Abandoned",15,82.5,1,NULL,NULL,"Everest 1830",NULL,68,-634050871,3,-46540566,23,NULL,NULL,"1991-01-26 12:00:00.000000",83
-469836558,India,"KG Basin",GS-3-1,"KG Basin",KG-OSN-97/3,"Bay of Bengal",15.7616666666667,81.1883333333333,1742442,520171,NULL,NULL,Exploration,Offshore,4092,"Dry Hole P&A",11.6,113.4,1,NULL,NULL,"Everest 1830",NULL,65,1519169880,63,-46540566,110,NULL,NULL,"1982-01-31 12:00:00.000000",136
-469836556,India,"KG Basin",GS-19-1,NULL,NULL,"Bay of Bengal",16.2393333333333,81.7639166666667,1795417,581626,NULL,NULL,Exploration,Offshore,2442,"Dry Hole P&A",27.4,12.5,0,NULL,NULL,"Everest 1830",NULL,46,NULL,63,-46540566,46,NULL,NULL,"1986-01-03 12:00:00.000000",56
-469836552,India,"KG Basin",GS-41-1,NULL,KG-DWN-91/1,"Bay of Bengal",15.6150527777778,80.91405,1726357.276,490786.672,1726357.276,490786.672,Exploration,Offshore,3200,"Gas Show P&A",14,45.5,0,NULL,NULL,"Everest 1830",NULL,46,NULL,63,-46540566,100,NULL,NULL,"1991-10-07 12:00:00.000000",127
-469836551,India,"KG Basin",GS-39-1,NULL,KG-DWN-98/1,NULL,15.6766416666667,80.9815972222222,1733029,498028,NULL,NULL,Exploration,Offshore,2699.9,"Dry Hole P&A",30.5,10.7,0,NULL,NULL,"Everest 1830",NULL,NULL,1813496340,63,-46540566,NULL,NULL,NULL,"1991-02-18 12:00:00.000000",46
-469836550,India,"KG Basin",GS-14-1,NULL,KG-DWN-98/1,"Bay of Bengal",15.7185555555556,81.0767222222222,1737805.456,508220.025,1737805.456,508220.025,Exploration,Offshore,3517,"Gas Show P&A",28.3,30.2,0,NULL,NULL,"Everest 1830",NULL,NULL,1813496340,63,-46540566,NULL,NULL,NULL,"1983-11-05 12:00:00.000000",63
-469836549,India,"KG Basin",GS-38-1,NULL,KG-DWN-98/1,NULL,15.6913269444444,81.0117327777778,1734792.205,501257.217,1734792.205,501257.217,Exploration,Offshore,3500,Gas,38.3,11.9,0,NULL,NULL,"Everest 1830",NULL,NULL,1813496340,63,-46540566,NULL,NULL,NULL,"1990-01-15 12:00:00.000000",94
-469836548,India,"KG Basin",GS-3-2,NULL,NULL,NULL,15.7880277777778,81.1805833333333,1745357,519339,NULL,NULL,Appraisal,Offshore,2511,"Dry Hole",14,40,0,NULL,NULL,"Everest 1830",NULL,46,NULL,63,-46540566,100,NULL,NULL,"1984-05-30 12:00:00.000000",66
-469836512,India,"Bay of Cambay",CB-A-2,Lakshmi,CB-OS/2,Gujarat,21.10528888888889,72.51626944444445,0,0,NULL,NULL,Exploration,Offshore,2380,"Gas & Condensate",32.8,11,0,NULL,NULL,WGS-84,NULL,39,-2059557770,23,-46540572,NULL,NULL,NULL,"2000-10-31 21:30:00.000000",31
-469836511,Australia,Australia,"Abadi 1",NULL,NULL,NULL,-9.26659722222222,130.485583333333,8975332.645,663182.534,8975332.645,663182.534,Exploration,Offshore,4230,Drilling,10,480,0,NULL,NULL,WGS-84,NULL,29,NULL,41,-46540563,35,NULL,NULL,"2000-09-29 12:00:00.000000",51
-469836510,India,"Bay of Cambay",CB-C-1,NULL,CB-OS/2,Gujarat,21.098525,72.2749888888889,2335476,216899,NULL,NULL,Exploration,Offshore,1600,"Oil & Gas",35.3,32,0,NULL,NULL,WGS-84,NULL,54,-2059557770,23,-46540572,NULL,NULL,NULL,"2000-11-22 01:30:00.000000",29
-469836509,Egypt,Egypt,"Sapphire 1",NULL,WDDM,NULL,32.022597777777776,30.364903611111114,0,0,0,-3393618.6363512273,Exploration,Offshore,2853,Gas,23.5,429.5,1,NULL,NULL,Helmert,NULL,6,2136970642,71,1909380744,9,NULL,NULL,"2000-07-16 21:00:00.000000",62.5
-469836508,Egypt,Egypt,"Solar 1",NULL,WDDM,NULL,32.257128888888886,30.716593888888887,0,0,0,-3393618.6363512273,Exploration,Offshore,2403,Gas,22.3,1045.8,1,NULL,NULL,Helmert,NULL,6,NULL,71,1909380744,10,NULL,NULL,"2001-12-18 10:30:00.000000",37.3
-469836507,India,"KG Basin",KG-6-1A,NULL,KG-OS/6,"Bay of Bengal",16.2009166666667,81.9481388888889,1791393.838,601344.81,1791393.838,601344.81,Exploration,Offshore,410,"Drilling Suspended",17.7,114.7,1,NULL,NULL,WGS-84,NULL,29,-634050871,23,-46540566,35,NULL,NULL,"2001-07-22 12:00:00.000000",NULL
-442151916,India,"Mumbai Offshore",MDS-1,NULL,MB-OSN-97/3,Maharashtra,18.1300766666667,71.4664136111111,2006325.4831038236,760974.3399702966,2006325.483,760974.34,Exploration,Offshore,2880,"Dry Hole P&A",31,88.5,0,NULL,NULL,NULL,NULL,46,1502652263,63,153800183,98,NULL,NULL,"1997-01-30 12:00:00.000000",55
-204810811,India,Kerala-Konkan,KKD-1,NULL,"KK Offshore","Arabian Sea",10.1958,75.51245833333333,1127105.391,556129.889,1127105.391,556129.889,Planned,Offshore,4400,Drilling,14,1060,1,NULL,NULL,NULL,NULL,73,NULL,63,-46540572,25,NULL,NULL,NULL,NULL
-149405136,Pakistan,Pakistan,"Lailian 1",NULL,Nawabshah,Sindh,25.6540530555556,68.1509119444444,2837420.892,414787.565,2837646.72108028,414775.94582448,Exploration,Land,980,"Dry Hole P&A",0,0,0,NULL,NULL,NULL,NULL,65,NULL,94,153800183,89,NULL,NULL,"2001-01-30 12:00:00.000000",NULL
-75332822,Pakistan,Pakistan,"Sara West 1",NULL,"East Badin Extension Block B",Sindh,27.8085541666667,69.9899427777778,3076128.586,597494.152,3076388.23158405,597507.910510977,Exploration,Land,3045,Gas,7.6,-80.3,0,NULL,NULL,NULL,NULL,18,NULL,94,153800183,40,"1996-07-07 12:00:00.000000","1996-09-14 03:00:00.000000","1996-07-18 12:00:00.000000",NULL
1,Tunisia,Miskar,"Miskar A-2",Miskar,Amilcar,"Gulf of Gabes",34.3762436111111,11.8694844444444,3807607,763857,NULL,NULL,Development,Offshore,0,NULL,31.1,61.9,0,NULL,NULL,WGS-84,NULL,54,NULL,21,-1572552129,52,NULL,NULL,"1993-06-06 12:00:00.000000",44
